name,url,category,price
O3+ Power Brightening Facial Kit 123gm+40ml | Brightening & Whitening Look | For All Skin Types,https://www.sinorbeauty.com/details/O3-Power-Brightening-Facial-Kit-123gm-40ml-Brightening-Whitening-Look-For-All-Skin-Types/101496/,SKIN,Tk.5500
"Oxylife Salon Professional Sensi - Care Advance Acne Treatment With Salicylic Acid, Cica & Kombucha 8 Steps  - 340gm",https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Sensi-Care-Advance-Acne-Treatment-With-Salicylic-Acid-Cica-Kombucha-8-Steps-340gm/101494/,SKIN,Tk.6900
Oxylife Salon Professional Intense Bright Advance Facial For Ultimate Radince With Kojic Acid & Vitamin C,https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Intense-Bright-Advance-Facial-For-Ultimate-Radince-With-Kojic-Acid-Vitamin-C/101493/,SKIN,Tk.6500
"Oxylife Salon Professional De-Tan Pack - 12g x 4 (48g) With Kojic Acid, Milk & Honey Tan Removal Cream",https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-De-Tan-Pack-12g-x-4-48g-With-Kojic-Acid-Milk-Honey-Tan-Removal-Cream/101492/,SKIN,Tk.850
Raaga Professional De-Tan Tan removal Cream Kojic & Milk- 72gm | Best Face & Full Body Tan Removal Cream,https://www.sinorbeauty.com/details/Raaga-Professional-De-Tan-Tan-removal-Cream-Kojic-Milk-72gm-Best-Face-Full-Body-Tan-Removal-Cream/101491/,SKIN,Tk.950
"Raaga Professional De-tan Advanced Pack, Charcol And Dead Sea Mud Suitable For All Type Of Skin 500 Gm",https://www.sinorbeauty.com/details/Raaga-Professional-De-tan-Advanced-Pack-Charcol-And-Dead-Sea-Mud-Suitable-For-All-Type-Of-Skin-500-Gm/101490/,SKIN,Tk.2200
Raaga Professional De-Tan Tan removal Cream Kojic & Milk- 500 GM,https://www.sinorbeauty.com/details/Raaga-Professional-De-Tan-Tan-removal-Cream-Kojic-Milk-500-GM/101489/,SKIN,Tk.2200
"Oxylife Salon Professional Prowhite Pure Oxygen Facial Kit 6 Step-  264g | Advanced Oxysphere Technology | Skin Brightening, Whitening & Rejuvenation | Reduces Dullness & Protects from UV Rays",https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Prowhite-Pure-Oxygen-Facial-Kit-6-Step-264g-Advanced-Oxysphere-Technology-Skin-Brightening-Whitening-Rejuvenation-Reduces-Dullness-Protects-from-UV-Rays/101488/,SKIN,Tk.3500
Oxylife Salon Professional Proyouth Oxygen Facial Kit | Oxysphere Technology| Advanced Anti-Ageing Formula  5 Step,https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Proyouth-Oxygen-Facial-Kit-Oxysphere-Technology-Advanced-Anti-Ageing-Formula-5-Step/101486/,SKIN,Tk.2700
Oxylife Salon Professional Gold Radiance Bridal Kit 8 Step - 336gm (with x2 Jaquline Kajal Free),https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Gold-Radiance-Bridal-Kit-8-Step-336gm-with-x2-Jaquline-Kajal-Free-/101485/,SKIN,Tk.3700
Oxylife Salon Professional Spot Reducation Creme Bleach - 345gm,https://www.sinorbeauty.com/details/Oxylife-Salon-Professional-Spot-Reducation-Creme-Bleach-345gm/101484/,SKIN,Tk.2550
Wax Warmer Heater For Beauty Care Use | Professional Waxing Double Hard Pot Heater Warmer,https://www.sinorbeauty.com/details/Wax-Warmer-Heater-For-Beauty-Care-Use-Professional-Waxing-Double-Hard-Pot-Heater-Warmer/101473/,SKIN,Tk.3640
Beauty Formulas Oil Control Facial Wash 150ml,https://www.sinorbeauty.com/details/Beauty-Formulas-Oil-Control-Facial-Wash-150ml/101461/,SKIN,Tk.530
Oxylife Natural Radiance -5 Bleach -310 gm,https://www.sinorbeauty.com/details/Oxylife-Natural-Radiance-5-Bleach-310-gm/101458/,SKIN,Tk.2350
Micro Derma Brasion Facial Peel 150ml,https://www.sinorbeauty.com/details/Micro-Derma-Brasion-Facial-Peel-150ml/101457/,SKIN,Tk.2890
Kashees Glass Skin Whitening Facial Massage Cream,https://www.sinorbeauty.com/details/Kashees-Glass-Skin-Whitening-Facial-Massage-Cream/101441/,SKIN,Tk.4500
Kashees Glass Skin Whitening Facial Face Scrub Cream,https://www.sinorbeauty.com/details/Kashees-Glass-Skin-Whitening-Facial-Face-Scrub-Cream/101440/,SKIN,Tk.4500
Insta Glow Facial Kit + Raaga De-Tan Tan removal Cream,https://www.sinorbeauty.com/details/Insta-Glow-Facial-Kit-Raaga-De-Tan-Tan-removal-Cream/101422/,SKIN,Tk.1850
Lotus Herbals Radiant Diamond Cellular Radiance 5 In 1 Facial Kit | With Diamon Dust & Cinnamon | For All Skin Types | 170g,https://www.sinorbeauty.com/details/Lotus-Herbals-Radiant-Diamond-Cellular-Radiance-5-In-1-Facial-Kit-With-Diamon-Dust-Cinnamon-For-All-Skin-Types-170g/101420/,SKIN,Tk.2500
O3+ Skin Care Whitening Massage Cream 300 gm,https://www.sinorbeauty.com/details/O3-Skin-Care-Whitening-Massage-Cream-300-gm/101408/,SKIN,Tk.4550
"Wax Bean 100g, 1 packet stick and wax heater",https://www.sinorbeauty.com/details/Wax-Bean-100g-1-packet-stick-and-wax-heater/101403/,SKIN,Tk.2150
Professional 03+ De tan pack 50gm,https://www.sinorbeauty.com/details/Professional-03-De-tan-pack-50gm/101379/,SKIN,Tk.1550
Professional 03+ De tan pack 300gm,https://www.sinorbeauty.com/details/Professional-03-De-tan-pack-300gm/101378/,SKIN,Tk.2850
Vlcc Diamond Facial Kit with FREE Rose Water Toner - 400 g,https://www.sinorbeauty.com/details/Vlcc-Diamond-Facial-Kit-with-FREE-Rose-Water-Toner-400-g/101375/,SKIN,Tk.2500
Shahnaz Husain Gold Skin Radiance Timeless Youth 10gx4 Kit,https://www.sinorbeauty.com/details/Shahnaz-Husain-Gold-Skin-Radiance-Timeless-Youth-10gx4-Kit/101370/,SKIN,Tk.1950
Face Mask Natural 24K Gold Collagen Whitening Peel-Off Hydro Jelly Moisturizing Mask Powder Firming Anti-aging Facial Skincare,https://www.sinorbeauty.com/details/Face-Mask-Natural-24K-Gold-Collagen-Whitening-Peel-Off-Hydro-Jelly-Moisturizing-Mask-Powder-Firming-Anti-aging-Facial-Skincare/101357/,SKIN,Tk.1850
